t_dim,SW_net,LW_in,LW_out,R_net,H_t,Ls_t,G_t,T_5mm,T_a,T_s,Lf_b,H_b,G_b,top_flux_sum,bottom_flux_sum,mass_loss_bottom,mass_loss_top,thickness_loss_top,thickness_loss_bottom
7.0,0.0,200,-490.9888217160605,-290.9888217160605,-10.384101556479079,-20.852859719515987,322.271321011641,272.95504823669,269.8085370065018,272.238889745553,7060.3839,-7060.3839,0.0,0.04553801958542181,0.0,0.021138873952095807,-7.358101524176424e-06,-8.026727963539242e-09,2.3059751229514353e-05
7.5,0.0,200,-490.93326543035386,-290.93326543035386,-10.331114269585052,-20.808184281527648,322.1172394194326,272.9420585078682,269.80829111981524,272.22624242026944,7060.3839,-7060.3839,0.0,0.044675437966077425,0.0,0.021138873952095807,-7.342337431731703e-06,-8.009531397111053e-09,2.3059751229514353e-05
8.0,0.0,200,-490.87869421748763,-290.87869421748763,-10.279077809285893,-20.764336649690748,321.9659563083127,272.9292975322339,269.8080452307379,272.2138176293265,7060.3839,-7060.3839,0.0,0.04384763184845042,0.0,0.021138873952095807,-7.326865437434985e-06,-7.992653471621016e-09,2.3059751229514353e-05
8.5,0.0,200,-490.8250694783422,-290.8250694783422,-10.227955009922189,-20.721283913302123,321.8173611379683,272.91675636568516,269.8077993392701,272.20160667426745,7060.3839,-7060.3839,0.0,0.04305273640181895,0.0,0.021138873952095807,-7.311673928476402e-06,-7.976081519009928e-09,2.3059751229514353e-05
9.0,0.0,200,-490.77235462818294,-290.77235462818294,-10.177710639374034,-20.6789949100481,321.67134918085765,272.90442652957364,269.80755344541217,272.18960130917174,7060.3839,-7060.3839,0.0,0.04228900325256291,0.0,0.021138873952095807,-7.29675190897957e-06,-7.959803544212468e-09,2.3059751229514353e-05
9.5,0.0,200,-490.7205149747612,-290.7205149747612,-10.128311282545223,-20.637440117674295,321.5278211673706,272.892299982646,269.8073075491644,272.1777937133852,7060.3839,-7060.3839,0.0,0.04155479238983162,0.0,0.021138873952095807,-7.282088961776392e-06,-7.943808183458484e-09,2.3059751229514353e-05
10.0,0.0,200,-490.6695176044895,-290.6695176044895,-10.079725232521508,-20.596591553062872,321.38668295470154,272.8803690948343,269.8070616505272,272.16617646604607,7060.3839,-7060.3839,0.0,0.04084856462765174,0.0,0.021138873952095807,-7.2676752127956496e-06,-7.928084665425601e-09,2.3059751229514353e-05
10.5,0.0,200,-490.61933127611803,-290.61933127611803,-10.031922388861343,-20.556422678169696,321.2478452180534,272.86862662276485,269.8068157495008,272.1547425222803,7060.3839,-7060.3839,0.0,0.040168874904338736,0.0,0.021138873952095807,-7.253501297872158e-06,-7.912622775032352e-09,2.3059751229514353e-05
11.0,0.0,200,-490.56992632139475,-290.56992632139475,-9.984874162530877,-20.516908312325388,321.11122316210015,272.8570656868679,269.80656984608555,272.1434851909521,7060.3839,-7060.3839,0.0,0.03951436584912926,0.0,0.021138873952095807,-7.239558331801478e-06,-7.897412819680895e-09,2.3059751229514353e-05
11.5,0.0,200,-490.5212745522148,-290.5212745522148,-9.93855338701646,-20.47802455043201,320.9767362515578,272.84567974997486,269.8063239402818,272.1323981138603,7060.3839,-7060.3839,0.0,0.038883761894567215,0.0,0.021138873952095807,-7.225837879474951e-06,-7.882445597769118e-09,2.3059751229514353e-05
12.0,0.0,200,-490.4733491738088,-290.4733491738088,-9.892934235190316,-20.439748686631816,320.84430795943035,272.83446259730187,269.8060780320899,272.1214752462809,7060.3839,-7060.3839,0.0,0.038275863799412946,0.0,0.021138873952095807,-7.212331928945595e-06,-7.867712369309037e-09,2.3059751229514353e-05
12.5,0.0,200,-490.42612470354953,-290.42612470354953,-9.847992141529632,-20.402059143049193,320.7138655317294,272.8234083177224,269.8058321215101,272.110710838763,7060.3839,-7060.3839,0.0,0.03768954360106136,0.0,0.021138873952095807,-7.199032866284119e-06,-7.853204828498002e-09,2.3059751229514353e-05
13.0,0.0,200,-490.379576894993,-290.379576894993,-9.80370372932622,-20.364935403247365,320.5853397673877,272.8125112862422,269.8055862085428,272.1000994200925,7060.3839,-7060.3839,0.0,0.037123739821083745,0.0,0.021138873952095807,-7.185933452098576e-06,-7.838915078104697e-09,2.3059751229514353e-05
13.5,0.0,200,-490.33368266678366,-290.33368266678366,-9.760046742537948,-20.328357950056446,320.45866481257406,272.80176614759216,269.8053402931883,272.089635781342,7060.3839,-7060.3839,0.0,0.03657745319600281,0.0,0.021138873952095807,-7.1730267995964875e-06,-7.824835605537785e-09,2.3059751229514353e-05
14.0,0.0,200,-490.2884200361005,-290.2884200361005,-9.716999981971853,-20.29230820746945,320.33377796813056,272.79116780086434,269.80509437544686,272.07931496093516,7060.3839,-7060.3839,0.0,0.036049742588772915,0.0,0.021138873952095807,-7.160306354082375e-06,-7.81095926048039e-09,2.3059751229514353e-05
14.5,0.0,200,-490.24376805632744,-290.24376805632744,-9.674543245501335,-20.256768486313526,320.2106195093137,272.78071138511973,269.8048484553189,272.0691322306546,7060.3839,-7060.3839,0.0,0.03553972117134663,0.0,0.021138873952095807,-7.147765873787412e-06,-7.797279233977759e-09,2.3059751229514353e-05
15.0,0.0,200,-490.19970675865994,-290.19970675865994,-9.63265727204502,-20.22172193343361,320.0891325170204,272.7703922659013,269.80460253280467,272.05908308253015,7060.3839,-7060.3839,0.0,0.03504655288179492,0.0,0.021138873952095807,-7.135399411938465e-06,-7.78378903887691e-09,2.3059751229514353e-05
15.5,0.0,200,-490.15621709738093,-290.15621709738093,-9.591323689048307,-20.18715248413856,319.9692627198857,272.7602060225919,269.8043566079046,272.0491632165477,7060.3839,-7060.3839,0.0,0.03456944931792805,0.0,0.021138873952095807,-7.123201299978321e-06,-7.770482491522113e-09,2.3059751229514353e-05
16.0,0.0,200,-490.11328089856323,-290.11328089856323,-9.55052496324518,-20.15304481769089,319.8509583459469,272.75014843656,269.80411068061886,272.03936852912454,7060.3839,-7060.3839,0.0,0.034107666447539486,0.0,0.021138873952095807,-7.111166131859876e-06,-7.757353694621878e-09,2.3059751229514353e-05
16.5,0.0,200,-490.0708808119564,-290.0708808119564,-9.51024435446054,-20.11938431561743,319.7341699841047,272.74021548004015,269.8038647509479,272.0296951022977,7060.3839,-7060.3839,0.0,0.03366050207034732,0.0,0.021138873952095807,-7.09928874933572e-06,-7.744397021201832e-09,2.3059751229514353e-05
17.0,0.0,200,-490.0290002658589,-290.0290002658589,-9.470465872272861,-20.086157022658703,319.61885045377016,272.73040330569995,269.80361881889206,272.02013919358046,7060.3839,-7060.3839,0.0,0.03322729297968863,0.0,0.021138873952095807,-7.087564228178794e-06,-7.731607099573246e-09,2.3059751229514353e-05
17.5,0.0,200,-489.9876234247626,-289.9876234247626,-9.43117423532758,-20.053349610165753,319.50495468274767,272.72070823684624,269.80337288445156,272.01069722644013,7060.3839,-7060.3839,0.0,0.0328074124917066,0.0,0.021138873952095807,-7.075987865266674e-06,-7.718978799243672e-09,2.3059751229514353e-05
18.0,0.0,200,-489.94673514959186,-289.94673514959186,-9.392354833134318,-20.02094934178131,319.39243959289456,272.7111267582299,269.80312694762677,272.0013657813568,7060.3839,-7060.3839,0.0,0.032400268387050346,0.0,0.021138873952095807,-7.064555166471881e-06,-7.706507217706862e-09,2.3059751229514353e-05
18.5,0.0,200,-489.906320960368,-289.906320960368,-9.353993690188192,-19.988944041253898,319.28126399232895,272.7016555074091,269.802881008418,271.99214158742615,7060.3839,-7060.3839,0.0,0.03200530051884698,0.0,0.021138873952095807,-7.053261835304833e-06,-7.694187668053707e-09,2.3059751229514353e-05
19.0,0.0,200,-489.86636700112973,-289.86636700112973,-9.316077432250733,-19.95732206223124,319.1713884746463,272.69229126663345,269.8026350668257,271.98302151446757,7060.3839,-7060.3839,0.0,0.03162197903458264,0.0,0.021138873952095807,-7.042103762255201e-06,-7.682015667345042e-09,2.3059751229514353e-05
19.5,0.0,200,-489.82686000697163,-289.82686000697163,-9.278593254662688,-19.926072259910317,319.0627753238658,272.68303095521634,269.80238912285,271.97400256560775,7060.3839,-7060.3839,0.0,0.031249802321212883,0.0,0.021138873952095807,-7.031077014788397e-06,-7.669986925699134e-09,2.3059751229514353e-05
20.0,0.0,200,-489.7877872730535,-289.7877872730535,-9.24152889254202,-19.895183964410197,318.95538842551616,272.67387162236275,269.8021431764913,271.96508187030605,7060.3839,-7060.3839,0.0,0.030888295510465014,0.0,0.021138873952095807,-7.020177827949964e-06,-7.658097336042285e-09,2.3059751229514353e-05
20.5,0.0,200,-489.74913662545964,-289.74913662545964,-9.204872592759463,-19.864646955761582,318.849193182632,272.66481044042337,269.80189722775003,271.9562566777953,7060.3839,-7060.3839,0.0,0.03053700865132214,0.0,0.021138873952095807,-7.009402595540431e-06,-7.64634296448176e-09,2.3059751229514353e-05
21.0,0.0,200,-489.7108963937809,-289.7108963937809,-9.168613087564928,-19.834451440397977,318.7441564371227,272.655844698547,269.8016512766264,271.94752435090896,7060.3839,-7060.3839,0.0,0.030195515378864002,0.0,0.021138873952095807,-6.998747861820034e-06,-7.634720041256719e-09,2.3059751229514353e-05
21.5,0.0,200,-489.67305538531366,-289.67305538531366,-9.1327395697639,-19.804588029055097,318.64024639548916,272.64697179670605,269.8014053231207,271.93888236027163,7060.3839,-7060.3839,0.0,0.029863411356529923,0.0,0.021138873952095807,-6.988210313710338e-06,-7.623224952231197e-09,2.3059751229514353e-05
22.0,0.0,200,-489.6356028607679,-289.6356028607679,-9.097241669343301,-19.7750477159824,318.53743255917095,272.63818924007086,269.80115936723337,271.93032827882826,7060.3839,-7060.3839,0.0,0.029540313077347946,0.0,0.021138873952095807,-6.977786773458857e-06,-7.611854230892175e-09,2.3059751229514353e-05
22.5,0.0,200,-489.598528511391,-289.598528511391,-9.062109431455527,-19.745821859384307,318.4356856588323,272.62949463371103,269.8009134089647,271.9218597766914,7060.3839,-7060.3839,0.0,0.0292258566014425,0.0,0.021138873952095807,-6.967474191737582e-06,-7.600604550820969e-09,2.3059751229514353e-05
23.0,0.0,200,-489.561822437415,-289.561822437415,-9.027333295673163,-19.71690216300822,318.3349775924853,272.6208856776026,269.800667448315,271.91347461628595,7060.3839,-7060.3839,0.0,0.02891969638892533,0.0,0.021138873952095807,-6.957269641146161e-06,-7.589472718606044e-09,2.3059751229514353e-05
23.5,0.0,200,-489.52547512774413,-289.52547512774413,-8.992904076434536,-19.688280658807678,318.23528136719403,272.6123601619217,269.8004214852846,271.90517064777237,7060.3839,-7060.3839,0.0,0.02862150420770604,0.0,0.021138873952095807,-6.947170310094452e-06,-7.578455667169686e-09,2.3059751229514353e-05
24.0,0.0,200,-489.48947744080084,-289.48947744080084,-8.958812944602098,-19.659949690607426,318.13657104423214,272.60391596260666,269.80017551987373,271.8969458047306,7060.3839,-7060.3839,0.0,0.028330968221780495,0.0,0.021138873952095807,-6.937173497038612e-06,-7.567550449480322e-09,2.3059751229514353e-05
24.5,0.0,200,-489.4538205864675,-289.4538205864675,-8.925051410072202,-19.63190189871461,318.0388216871563,272.59555103717264,269.79992955208286,271.88879810009007,7060.3839,-7060.3839,0.0,0.028047791901997243,0.0,0.021138873952095807,-6.927276605051026e-06,-7.556754232629023e-09,2.3059751229514353e-05
25.0,0.0,200,-489.418496109039,-289.418496109039,-8.891611305358095,-19.604130205403106,317.94200931312844,272.58726342076085,269.7996835819123,271.88072562228723,7060.3839,-7060.3839,0.0,0.027771693328247693,0.0,0.021138873952095807,-6.917477136698343e-06,-7.54606429224211e-09,2.3059751229514353e-05
25.5,0.0,200,-489.383495871141,-289.383495871141,-8.858484770099933,-19.576627801229797,317.8461108466678,272.57905122241044,269.79943760936226,271.87272653164007,7060.3839,-7060.3839,0.0,0.027502404197036867,0.0,0.021138873952095807,-6.907772689213055e-06,-7.535478007213979e-09,2.3059751229514353e-05
26.0,0.0,200,-489.3488120385398,-289.3488120385398,-8.825664236430452,-19.54938813211892,317.75110407621696,272.5709126215372,269.7991916344332,271.8647990569234,7060.3839,-7060.3839,0.0,0.027239669127823163,0.0,0.021138873952095807,-6.898160949936104e-06,-7.524992854735577e-09,2.3059751229514353e-05
26.5,0.0,200,-489.3144370657975,-289.3144370657975,-8.793142415156447,-19.522404887173565,317.65696761308675,272.56284586460777,269.7989456571254,271.85694149213424,7060.3839,-7060.3839,0.0,0.02698324495918314,0.0,0.021138873952095807,-6.8886396920160775e-06,-7.514606405602789e-09,2.3059751229514353e-05
27.0,0.0,200,-489.280363682717,-289.280363682717,-8.760912282696319,-19.4956719871654,317.5636808525752,272.5548492619962,269.7986996774391,271.8491521934349,7060.3839,-7060.3839,0.0,0.026732899996488868,0.0,0.021138873952095807,-6.879206770347707e-06,-7.50431631978587e-09,2.3059751229514353e-05
27.5,0.0,200,-489.24658488152727,-289.24658488152727,-8.728967068731663,-19.46918357366096,317.4712239374401,272.54692118501276,269.79845369537475,271.8414295762629,7060.3839,-7060.3839,0.0,0.026488413520155518,0.0,0.021138873952095807,-6.869860117734989e-06,-7.494120342243907e-09,2.3059751229514353e-05
28.0,0.0,200,-489.21309390476944,-289.21309390476944,-8.69730024453235,-19.442933998748096,317.37957772295715,272.5390600630937,269.79820771093256,271.83377211259824,7060.3839,-7060.3839,0.0,0.026249574907240003,0.0,0.021138873952095807,-6.860597741266089e-06,-7.484016298970315e-09,2.3059751229514353e-05
28.5,0.0,200,-489.1798842338333,-289.1798842338333,-8.665905511906763,-19.416917815320346,317.288723744511,272.5312643811432,269.79796172411295,271.82617832837764,7060.3839,-7060.3839,0.0,0.026016183450565222,0.0,0.021138873952095807,-6.85141771888509e-06,-7.47400209325307e-09,2.3059751229514353e-05
29.0,0.0,200,-489.14694957811446,-289.14694957811446,-8.634776792750227,-19.391129767892345,317.1986441861833,272.5235326770174,269.79771573491627,271.8186468010481,7060.3839,-7060.3839,0.0,0.02578804742626062,0.0,0.021138873952095807,-6.842318196151145e-06,-7.464075702139353e-09,2.3059751229514353e-05
29.5,0.0,200,-489.1142838647436,-289.1142838647436,-8.603908219144039,-19.365564783904922,317.10932185177114,272.51586353914234,269.7974697433427,271.8111761572495,7060.3839,-7060.3839,0.0,0.02556498397859741,0.0,0.021138873952095807,-6.833297383170403e-06,-7.45423517308869e-09,2.3059751229514353e-05
30.0,0.0,200,-489.0818812288668,-289.0818812288668,-8.573294123982253,-19.34021796550156,317.020740136752,272.50825560425875,269.7972237493927,271.8037650706215,7060.3839,-7060.3839,0.0,0.025346818401430937,0.0,0.021138873952095807,-6.824353551694269e-06,-7.444478620807536e-09,2.3059751229514353e-05
30.5,0.0,200,-489.0497360044337,-289.0497360044337,-8.542929032091509,-19.315084581737235,316.93288300201345,272.5007075552844,269.7969777530665,271.7964122597244,7060.3839,-7060.3839,0.0,0.025133383750983285,0.0,0.021138873952095807,-6.8154850323702315e-06,-7.434804224250279e-09,2.3059751229514353e-05
31.0,0.0,200,-489.01784271546813,-289.01784271546813,-8.512807651811823,-19.290160061200694,316.8457349490154,272.493218119289,269.79673175436454,271.78911648606896,7060.3839,-7060.3839,0.0,0.02492452053473926,0.0,0.021138873952095807,-6.806690212138565e-06,-7.425210223779388e-09,2.3059751229514353e-05
31.5,0.0,200,-488.9861960677913,-288.9861960677913,-8.48292486701529,-19.265439985022088,316.75928099602686,272.4857860655731,269.796485753287,271.7818765522486,7060.3839,-7060.3839,0.0,0.02472007619815031,0.0,0.021138873952095807,-6.7979675317650275e-06,-7.415694918473903e-09,2.3059751229514353e-05
32.0,0.0,200,-488.95479094117644,-288.95479094117644,-8.453275729538147,-19.240920080247072,316.67350665571803,272.4784102038474,269.79623974983434,271.774691300168,7060.3839,-7060.3839,0.0,0.024519904756402866,0.0,0.021138873952095807,-6.789315483502849e-06,-7.406256663578977e-09,2.3059751229514353e-05
32.5,0.0,200,-488.9236223818982,-288.9236223818982,-8.42385545199561,-19.21659621354927,316.58839791413413,272.47108938250386,269.7959937440068,271.76755960936134,7060.3839,-7060.3839,0.0,0.024323866691020157,0.0,0.021138873952095807,-6.780732608874125e-06,-7.396893868085661e-09,2.3059751229514353e-05
33.0,0.0,200,-488.89268559566887,-288.89268559566887,-8.394659400967091,-19.192464385269822,316.5039412101805,272.4638224869757,269.79574773580475,271.7604803953975,7060.3839,-7060.3839,0.0,0.024131828274732925,0.0,0.021138873952095807,-6.772217496566628e-06,-7.387604992436596e-09,2.3059751229514353e-05
33.5,0.0,200,-488.86197594092664,-288.86197594092664,-8.365683090521689,-19.168520723758068,316.42012341671943,272.4566084381796,269.7955017252285,271.7534526083647,7060.3839,-7060.3839,0.0,0.023943661512987546,0.0,0.021138873952095807,-6.7637687804368625e-06,-7.3783885463476185e-09,2.3059751229514353e-05
34.0,0.0,200,-488.83148892246277,-288.83148892246277,-8.336922176070075,-19.144761479998696,316.33693182230616,272.4494461910365,269.7952557122784,271.74647523143136,7060.3839,-7060.3839,0.0,0.023759243774634342,0.0,0.021138873952095807,-6.755385137614219e-06,-7.369243086739629e-09,2.3059751229514353e-05
34.5,0.0,200,-488.801220185368,-288.801220185368,-8.308372448523171,-19.121183022511232,316.2543541138973,272.44233473306576,269.7950096969547,271.7395472794793,7060.3839,-7060.3839,0.0,0.023578457494920713,0.0,0.021138873952095807,-6.747065286701211e-06,-7.360167215775293e-09,2.3059751229514353e-05
35.0,0.0,200,-488.7711655092738,-288.7711655092738,-8.280029828735918,-19.097781832499432,316.17237836053107,272.4352730830488,269.7947636792578,271.7326677978032,7060.3839,-7060.3839,0.0,0.02340119002190022,0.0,0.021138873952095807,-6.7388079860619026e-06,-7.35115957899193e-09,2.3059751229514353e-05
35.5,0.0,200,-488.7413208028837,-288.7413208028837,-8.251890362230375,-19.074554499246084,316.0909929975958,272.4282602897588,269.794517659188,271.72583586087524,7060.3839,-7060.3839,0.0,0.023227333235638525,0.0,0.021138873952095807,-6.730612032196924e-06,-7.34221886352888e-09,2.3059751229514353e-05
36.0,0.0,200,-488.71168209876436,-288.71168209876436,-8.223950214168243,-19.05149771572979,316.01018681217283,272.4212954307517,269.79427163674563,271.7190505711691,7060.3839,-7060.3839,0.0,0.023056783510412515,0.0,0.021138873952095807,-6.722476258196821e-06,-7.3333437964402975e-09,2.3059751229514353e-05
36.5,0.0,200,-488.68224554839725,-288.68224554839725,-8.196205664576699,-19.028608274460368,315.9299489286866,272.4143776112167,269.794025611931,271.71231105804185,7060.3839,-7060.3839,0.0,0.022889441252232245,0.0,0.021138873952095807,-6.714399532272536e-06,-7.324533143092108e-09,2.3059751229514353e-05
37.0,0.0,200,-488.6530074174607,-288.6530074174607,-8.168653103793309,-19.005883063511142,315.85026879570535,272.4075059628812,269.7937795847444,271.7056164766685,7060.3839,-7060.3839,0.0,0.02272521094022295,0.0,0.021138873952095807,-6.7063807563553785e-06,-7.315785705634753e-09,2.3059751229514353e-05
37.5,0.0,200,-488.6239640813437,-288.6239640813437,-8.141289028137058,-18.983319062746226,315.77113617297243,272.4006796429684,269.79353355518623,271.69896600702845,7060.3839,-7060.3839,0.0,0.02256400074548992,0.0,0.021138873952095807,-6.698418864765782e-06,-7.3071003215509784e-09,2.3059751229514353e-05
38.0,0.0,200,-488.5951120208679,-288.5951120208679,-8.114110035778523,-18.960913340225456,315.6925411193839,272.3938978332043,269.7932875232568,271.692358852939,7060.3839,-7060.3839,0.0,0.022405722512075954,0.0,0.021138873952095807,-6.690512822944763e-06,-7.2984758622720215e-09,2.3059751229514353e-05
38.5,0.0,200,-488.56644781821535,-288.56644781821535,-8.087112822809711,-18.93866304878128,315.61447398124756,272.3871597388715,269.7930414889564,271.6857942411354,7060.3839,-7060.3839,0.0,0.02225029144119617,0.0,0.021138873952095807,-6.682661626246041e-06,-7.289911231859976e-09,2.3059751229514353e-05
39.0,0.0,200,-488.5379681530437,-288.5379681530437,-8.060294179492622,-18.916565422755983,315.5369253813092,272.3804645879072,269.7927954522854,271.6792714203932,7060.3839,-7060.3839,0.0,0.022097626016829963,0.0,0.021138873952095807,-6.674864298784751e-06,-7.281405365751882e-09,2.3059751229514353e-05
39.5,0.0,200,-488.5096697987836,-288.5096697987836,-8.03365098668562,-18.894617774891827,315.4598862082139,272.3738116300431,269.79254941324416,271.67278966069154,7060.3839,-7060.3839,0.0,0.021947647852812224,0.0,0.021138873952095807,-6.6671198923400946e-06,-7.272957229562664e-09,2.3059751229514353e-05
40.0,0.0,200,-488.48154961910603,-288.48154961910603,-8.007180212433491,-18.872817493365215,315.38334760642783,272.36720013598483,269.7923033718329,271.666348252415,7060.3839,-7060.3839,0.0,0.021800281523098874,0.0,0.021138873952095807,-6.659427485308826e-06,-7.264565817943521e-09,2.3059751229514353e-05
40.5,0.0,200,-488.45360456455313,-288.45360456455313,-7.980878908712939,-18.851162038958275,315.3073009666457,272.36062939662924,269.79205732805195,271.65994650559225,7060.3839,-7060.3839,0.0,0.02165545442136363,0.0,0.021138873952095807,-6.651786181707225e-06,-7.256230153493209e-09,2.3059751229514353e-05
41.0,0.0,200,-488.4258316693201,-288.4258316693201,-7.954744208326725,-18.829648942358517,315.2317379166078,272.35409872231685,269.7918112819017,271.65358374916883,7060.3839,-7060.3839,0.0,0.021513096602518544,0.0,0.021138873952095807,-6.644195110218249e-06,-7.247949285718609e-09,2.3059751229514353e-05
41.5,0.0,200,-488.3982280481824,-288.3982280481824,-7.928773321935989,-18.80827580158136,315.15665031247977,272.3476074421183,269.79156523338247,271.6472593303128,7060.3839,-7060.3839,0.0,0.021373140780042377,0.0,0.021138873952095807,-6.636653423282061e-06,-7.23972229004261e-09,2.3059751229514353e-05
42.0,0.0,200,-488.37079089356325,-288.37079089356325,-7.902963535229573,-18.787040279509963,315.0820302303856,272.3411549031528,269.79131918249453,271.64097261375196,7060.3839,-7060.3839,0.0,0.02123552208286128,0.0,0.021138873952095807,-6.629160296227933e-06,-7.231548266857132e-09,2.3059751229514353e-05
42.5,0.0,200,-488.3435174727297,-288.3435174727297,-7.877312206214764,-18.76594010154368,315.0078699584526,272.3347404699366,269.79107312923827,271.63472298114004,7060.3839,-7060.3839,0.0,0.021100177964513023,0.0,0.021138873952095807,-6.621714926444489e-06,-7.223426340617965e-09,2.3059751229514353e-05
43.0,0.0,200,-488.3164051251113,-288.3164051251113,-7.851816762629963,-18.744973053350996,314.9341619892908,272.3283635237605,269.79082707361397,271.628509830451,7060.3839,-7060.3839,0.0,0.020967048198599514,0.0,0.021138873952095807,-6.614316532586802e-06,-7.215355658979821e-09,2.3059751229514353e-05
43.5,0.0,200,-488.28945125973974,-288.28945125973974,-7.826474699470049,-18.72413697872273,314.86089901257515,272.3220234620945,269.790581015622,271.62233257539987,7060.3839,-7060.3839,0.0,0.020836074642602398,0.0,0.021138873952095807,-6.606964353818888e-06,-7.207335391969988e-09,2.3059751229514353e-05
44.0,0.0,200,-488.2626533527972,-288.2626533527972,-7.80128357662104,-18.703429777517965,314.7880739081643,272.31571969801837,269.79033495526267,271.6161906448891,7060.3839,-7060.3839,0.0,0.020707201228105987,0.0,0.021138873952095807,-6.599657649088908e-06,-7.199364731197674e-09,2.3059751229514353e-05
44.5,0.0,200,-488.2360089452717,-288.2360089452717,-7.77624101659311,-18.68284940369924,314.715679739399,272.3094516596769,269.7900888925363,271.6100834824782,7060.3839,-7060.3839,0.0,0.020580373834889087,0.0,0.021138873952095807,-6.592395696435865e-06,-7.1914428890977035e-09,2.3059751229514353e-05
45.0,0.0,200,-488.20951564071345,-288.20951564071345,-7.751344702355857,-18.662393863453477,314.6437097467839,272.30321878975855,269.7898428274432,271.6040105458768,7060.3839,-7060.3839,0.0,0.020455540261082206,0.0,0.021138873952095807,-6.5851777923265625e-06,-7.183569098207224e-09,2.3059751229514353e-05
